doc_id,n_words,n_tokens,language,corpus_code
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-311,15,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-312,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-313,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-314,79,65,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-315,43,40,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-316,13,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-317,11,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-318,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-319,12,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-320,20,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-321,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-322,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-323,26,22,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-324,10,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-325,10,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-326,32,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-327,19,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-328,21,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-329,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-330,30,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-331,56,47,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-332,21,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-333,15,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-334,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-335,26,24,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-336,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-337,38,34,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-338,13,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-339,17,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-340,11,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-341,43,41,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-342,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-343,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-344,38,35,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-345,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-346,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-347,25,24,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-348,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-349,29,25,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-350,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-351,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-352,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-353,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-354,42,37,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-355,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-356,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-357,36,31,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-358,35,32,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-359,25,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-360,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-361,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-362,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-363,13,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-364,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-365,18,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-366,14,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-367,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-368,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-369,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-370,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-371,17,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-372,15,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-373,32,28,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-374,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-375,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-376,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-377,13,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-378,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-379,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-380,13,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-381,23,20,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-382,13,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-383,9,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-384,40,34,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-385,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-386,15,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-387,19,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-388,55,47,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-389,35,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-390,31,28,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-391,54,43,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-392,46,39,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-393,28,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-394,15,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-395,19,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-396,25,23,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-397,12,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-398,37,32,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-399,48,43,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-400,18,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-401,21,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-402,49,42,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-403,23,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-404,33,31,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-405,36,31,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-406,32,28,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-407,32,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-408,40,37,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-409,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-410,19,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-411,19,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-412,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-413,20,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-414,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-415,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-416,30,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-417,23,23,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-418,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-419,53,43,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-420,31,27,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-421,29,27,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-422,38,35,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-423,61,52,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-424,16,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-425,25,23,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-426,21,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-427,35,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-428,15,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-429,14,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-430,9,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-431,23,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-432,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-433,10,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-434,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-435,11,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-436,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-437,11,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-438,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-439,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-440,12,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-441,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-442,14,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-443,38,31,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-444,11,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-445,16,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-446,10,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-447,9,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-448,15,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-449,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-450,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-451,13,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-452,18,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-453,12,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-454,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-455,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-456,12,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-457,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-458,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-459,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-460,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-461,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-462,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-463,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-464,9,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-465,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-466,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-467,6,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-468,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-469,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-470,11,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-471,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-472,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-473,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-474,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-475,31,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-476,31,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-477,74,62,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-478,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-479,30,25,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-480,17,16,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-481,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-482,18,16,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-483,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-484,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-485,14,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-486,21,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-487,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-488,33,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-489,32,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-490,17,16,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-491,32,25,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-492,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-493,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-494,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-495,15,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-496,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-497,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-498,9,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-499,120,88,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-500,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-501,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-502,22,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-503,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-504,40,38,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-505,6,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-506,51,45,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-507,14,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-508,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-509,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-510,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-511,23,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-512,14,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-513,21,20,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-514,55,44,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-515,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-516,39,36,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-517,65,57,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-518,51,43,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-519,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-520,6,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-521,47,41,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-522,41,36,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-523,12,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-524,20,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-525,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-526,13,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-527,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-528,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-529,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-530,22,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-531,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-532,15,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-533,5,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-534,7,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-535,8,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-536,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-537,13,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-538,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-539,10,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-540,39,35,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-541,7,6,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-542,14,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-543,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-544,3,3,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-545,4,4,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-546,59,47,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-547,43,36,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-548,14,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-549,28,27,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-550,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-551,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-552,19,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-553,19,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-554,20,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-555,12,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-556,16,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-557,7,7,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-558,12,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-559,32,25,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-560,22,22,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-561,6,5,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-562,24,22,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-563,95,75,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-564,28,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-565,38,33,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-566,27,25,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-567,8,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-568,31,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-569,22,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-570,15,14,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-571,15,15,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-572,10,10,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-573,11,11,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-574,15,13,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-575,25,20,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-576,22,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-577,20,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-578,53,48,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-579,36,33,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-580,25,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-581,19,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-582,33,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-583,34,28,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-584,34,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-585,43,34,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-586,20,18,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-587,13,12,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-588,50,40,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-589,27,24,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-590,21,19,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-591,23,21,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-592,24,23,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-593,19,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-594,28,23,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-595,55,45,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-596,48,39,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-597,9,8,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-598,31,27,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-599,29,24,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-600,34,31,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-601,31,29,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-602,35,32,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-603,9,9,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-604,24,22,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-605,29,26,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-606,17,17,Russian,Taiga
yandex.reviews-m-zay8nqqy2153ewaj598eh0fw8g-607,19,17,Russian,Taiga
